plant_id,name,gppd_idnr,capacity_mw,fuel_id,commissioning_year,wepp_id,,owner,source,geolocation_source,year_of_capacity_data
32396,School Street,USA0002605,42,6,1918.952381,27854,,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32397,Schoolfield Dam,USA0054655,4.5,6,1990.333333,33823,,STS Hydropower  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32398,Schultz CSG,USA0062088,1.8,11,2018,,,DG Minnesota CSG  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32399,Schuylerville,USA0002607,2,6,1919,27853,,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32400,Schuylkill Generating Station,USA0003169,39.8,8,1970.065327,,,Exelon Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32401,Schwinghamer Project CSG,USA0063177,1,11,2020,,,Schwinghamer Community Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32402,Scituate PV,USA0059013,2.5,11,2013,67493,,Main Street Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32403,Scituate Wind,USA0059724,1.5,#N/A,2012,64910,,Scituate Wind LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32404,Scotland Dam,USA0000551,2,6,1937,17283,,FirstLight Power Resources Services LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32405,Scotland Solar RES,USA0059982,1.1,11,2015,,,Hoosier Energy R E C  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32406,Scott Flat,USA0000839,1,6,1985,17440,,Nevada Irrigation District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32407,Scott Solar Farm,USA0060316,17,11,2017,69647,,Virginia Electric & Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32408,Scott-II Solar LLC,USA0060968,20,11,2018,,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32409,Scrubgrass Generating Plant,USA0050974,94.7,1,1993,35741,,Scrubgrass Generating Company LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32410,Scurry County Wind II,USA0056775,120,#N/A,2008,,,Invenergy Services LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32411,Scurry County Wind LP,USA0056506,130.5,#N/A,2007,,,Invenergy Services LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32412,SeaWorld Aquatica,USA0061843,1,11,2018,,,Onyx Asset Services Group,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32413,Seaboard Solar LLC,USA0059643,5,11,2016,70349,,Seaboard Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32414,Seabrook,USA0006115,1242,7,1990,28093,,NextEra Energy Seabrook LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32415,Seabrook Solar,USA0061701,72.5,11,2020,,,Dominion Energy Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32416,Seabrook Solar Plant,USA0057667,6.8,11,2012.235294,,,GSRP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32417,Seabrook Village,USA0060747,3.1,11,2016,,,CVI CleanCapital Solar 5 LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32418,Seadrift Coke LP,USA0010167,7.6,10,1983,,,Seadrift Coke L P,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32419,Searchlight Solar,USA0059404,17.5,11,2015,60400,,Searchlight Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32420,Sears Hydroelectric Plant,USA0056978,1.4,6,1996,,,City of Rock Island,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32421,Searsburg,USA0006529,4,6,1922,21412,,Great River Hydro  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32422,Searsburg Wind Turbine,USA0007381,6,#N/A,1997,21412,,Green Mountain Power Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32423,Seaside Heights Power Plant,USA0058172,6,8,2012,,,Seaside Heights Municipal Utility,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32424,Second Imperial Geothermal,USA0054111,80,5,1998.6,,,ORCAL Geothermal  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32425,Secord,USA0050159,1.2,6,1923,37307,,Boyce Hydro Power LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32426,Security,USA0055556,3.4,13,2003.5,50584,,TX LFG Energy  LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32427,Sedberry Farm,USA0059592,5,11,2017,,,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32428,Sediver,USA0007957,2.9,8,2003,64438,,Central Electric Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32429,Seiling Wind I,USA0059311,199,#N/A,2015,67461,,NextEra Energy Seiling Wind,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32430,Seiling Wind II,USA0059312,98.6,#N/A,2015,67461,,NextEra Energy Seiling Wind,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32431,Selawik,USA0006341,1.7,8,2011.764706,12695,,Alaska Village Elec Coop  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32432,Seldovia,USA0006283,2.2,8,2010.454545,22302,,Homer Electric Assn Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32433,Selective Insurance,USA0063459,2.2,11,2019,,,Selective Insurance,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32434,Selis Ksanka Qlispe,USA0002188,207.6,6,1947.344894,,,Energy Keepers Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32435,Selkirk Cogen,USA0010725,446,4,1993.519283,20793,,Selkirk Cogen Partners LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32436,Selma Solar LLC,USA0058669,5,11,2014,70623,,Sustainable Power Group  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32437,Selmer Farm LLC,USA0059188,15.8,11,2014,,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32438,Selmer I,USA0060555,16,11,2017,67632,,Selmer North Solar I  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32439,Selmer II,USA0060556,8,11,2017,,,Selmer North Solar II  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32440,Seminoe,USA0004182,51.6,6,1939,35666,,U S Bureau of Reclamation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32441,Seminole,USA0060514,1.6,11,2014,,,Terraform Arcadia,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32442,Seminole,USA0002956,1701,4,1973,28847,,Oklahoma Gas & Electric Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32443,Seminole (FL),USA0000136,1471.8,1,1984.5,32405,,Seminole Electric Cooperative Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32444,Seminole Energy,USA0061780,4.8,13,2007,,,Seminole Energy  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32445,Seminole Mill,USA0050803,30,4,1957,23560,,RockTenn-Seminole,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32446,Senate Wind LLC,USA0057981,150,#N/A,2013,59894,,Algonquin Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32447,Sendero,USA0059654,78,#N/A,2016,67255,,Sendero Wind Energy  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32448,Seneca City of,USA0056545,10,8,2005,,,City of Seneca - (SC),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32449,Seneca Energy,USA0054782,17.6,13,2000.727273,,,Seneca Energy II,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32450,Seneca Falls Hydroelectric Project,USA0061641,5.1,6,1917,,,C-S Canal Hydro  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32451,Seneca Generation LLC,USA0008225,469,6,1970,,,Seneca Generation LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32452,Seneca Nation Cattaraugus Wind Turbine,USA0061734,1.5,#N/A,2017,,,Seneca Nation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32453,Seneca Sustainable Energy LLC,USA0057457,19.8,13,2011,,,Seneca Sustainable Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32454,Sentinel Energy Center  LLC,USA0057482,800,4,2013,56866,,CPV Sentinel LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32455,Sepulveda Canyon,USA0000316,8.5,6,1982,26179,,Metropolitan Water District of S CA,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32456,Sequoyah,USA0006152,2441,7,1981.5,34367,,Tennessee Valley Authority,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32457,Settlers Hill Gas Recovery,USA0050563,6,13,1993,,,WM Illinois Renewable Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32458,Settlers Trail Wind Farm LLC,USA0057493,150.4,#N/A,2011,62823,,RWE Renewables Americas LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32459,Seven Mile Hill,USA0056843,146.2,#N/A,2009,57399,,PacifiCorp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32460,Seville,USA0007919,5.4,8,2001,58967,,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32461,Seville 1,USA0059722,20,11,2016,,,Seville Solar One LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32462,Seville 2,USA0059723,30,11,2016,,,Seville Solar Two LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32463,Sewalls,USA0002608,2,6,1925,27856,,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32464,Seward (AK),USA0000092,15.6,8,1994.923077,,,City of Seward - (AK),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32465,Seward (PA),USA0003130,585,1,2004,29929,,Seward Generating LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32466,Seward Wind Farm,USA0061056,1.7,#N/A,2018,,,Seward Wind LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32467,Sewell Creek Energy,USA0007813,570,4,2000,45872,,Oglethorpe Power Corporation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32468,Seymour Hills Wind Project  LLC,USA0062227,30.2,#N/A,2019,,,Engie North America,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32469,Shady Hills Generating Station,USA0055414,541.2,4,2002,45684,,Shady Hills Power Co LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32470,Shady Oaks Wind Farm,USA0057964,109.5,#N/A,2012,59885,,Algonquin Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32471,Shaffer,USA0059396,5,11,2014,,,CD US Solar MT3  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32472,Shafter Solar LLC,USA0059408,20,11,2015,,,Shafter Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32473,Shakopee Energy Park,USA0060647,46.5,4,2017,,,Minnesota Municipal Power Agny,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32474,Shakopee Met Council WTP,USA0060919,1.3,11,2016,,,Oak Leaf Solar V LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32475,Shane's Wind Machine,USA0056577,1.3,#N/A,2006,,,Shane's Wind Machine LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32476,Shankle Solar Center LLC,USA0058956,4.8,11,2015,,,Shankle Solar Center LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32477,Shannon Farm,USA0058323,5,11,2012,65069,,Strata Fund 2 Lessee LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32478,Shannon Wind,USA0059034,204,#N/A,2016,67605,,Shannon Wind LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32479,Shaokatan Hills LLC,USA0055354,11.8,#N/A,1999,45997,,Energy Operations Group LLC (MN),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32480,Sharon Spring,USA0001324,3,4,1962.6,32494,,City of Sharon Springs - (KS),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32481,Sharon Springs,USA0061903,2,11,2018,,,Onyx Asset Services Group,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32482,Sharon Station,USA0060267,2.7,11,2016,,,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32483,Sharpe,USA0007973,20,8,2002,62322,,Kansas Electric Power Coop Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32484,Shasta,USA0000445,714,6,1946.585434,35670,,U S Bureau of Reclamation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32485,Shasta Solar Farm,USA0058814,3,11,2014,67670,,Ignite Solar Holdings LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32486,Shavano Falls Hydro,USA0061189,2.8,6,2015,69155,,Shavano Falls Hydro LLC ? Shavano Project,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32487,Shavano Falls Hydro Drop 4,USA0061190,4.8,6,2015,69155,,Shavano Falls Hydro LLC - Drop 4 Project,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32488,Shaw Creek Solar  LLC,USA0061790,74.9,11,2019,,,Shaw Creek Solar,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32489,Shawboro PV1,USA0059155,20,11,2015,69439,,Fresh Air Energy X  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32490,Shawmut,USA0001504,8.8,6,1948.318182,15912,,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32491,Shawnee,USA0001379,1575,1,1954,34368,,Tennessee Valley Authority,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32492,Shawnee (PA),USA0003114,20,8,1972,26159,,Shawnee Power  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32493,Shawville,USA0003131,632,4,1957.64557,29928,,Shawville Power  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32494,Sheboygan Falls,USA0056166,346.8,4,2005,50810,,Wisconsin Power & Light Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32495,Sheep Creek Hydro,USA0050091,1.6,6,1986,57698,,Sheep Creek Hydro Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32496,Sheep Solar,USA0061830,2.2,11,2018,,,Sheep Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32497,Sheepskin,USA0004059,41.7,4,1971,37236,,Wisconsin Power & Light Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32498,Sheffield Wind,USA0057080,40,#N/A,2011,55851,,First Wind O&M  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32499,Shelbina Power #1,USA0007405,4.6,8,1983.782609,32521,,City of Shelbina - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32500,Shelbina Power #2,USA0007406,6.6,8,1993.909091,32521,,City of Shelbina - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32501,Shelbina Power #3,USA0007860,3.6,8,2002,32521,,City of Shelbina - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32502,Shelby  NC,USA0054363,4.2,8,1972,,,Electric Glass Fiber America  LLC.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32503,Shelby  Toms Street,USA0056063,1.8,8,2002,57032,,North Carolina Mun Power Agny #1,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32504,Shelby North,USA0007827,1.8,8,2000,55619,,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32505,Shelby Randolph Road Solar 1  LLC,USA0060101,2,11,2015,,,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32506,Shelby Solar Array,USA0063390,1.9,11,2020,,,AEP Onsite Partners,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32507,Shelby Solar Energy Generation Facility,USA0057200,1,11,2010,,,Solar Star North Carolina I LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32508,Shelby South,USA0007828,1.8,8,2000,32528,,City of Shelby - (OH),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32509,Sheldon,USA0002277,228.7,1,1963.09707,27301,,Nebraska Public Power District,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32510,Sheldon Solar,USA0058824,2.3,11,2013,66953,,Enel Green Power NA  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32511,Sheldon Springs Hydroelectric,USA0010494,25.2,6,1988,17443,,Sheldon Vermont Hydro Co.  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32512,Shell Chemical,USA0056248,80,4,2002,,,Air Liquide America Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32513,Shell Deer Park,USA0050304,268.2,4,1989.52349,32543,,Shell Oil Co-Deer Park,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32514,Shell New Energies  Junction City,USA0059704,1.6,2,2011,,,Equilon Enterprises LLC d/b/a Shell Oil,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32515,Shelter Solar,USA0060156,5,11,2019,,,Sol Systems,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32516,Shenandoah,USA0007850,20,8,2000,48111,,MidAmerican Energy Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32517,Shepaug,USA0000552,37.2,6,1955,17285,,FirstLight Power Resources Services LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32518,Shepherd Center,USA0054813,1.7,8,1989.705882,48707,,Shepherd Center,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32519,Sherbino I Wind Farm,USA0056779,150,#N/A,2008,58011,,Sherbino Mesa I Windfarm LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32520,Sherbino II,USA0057415,145,#N/A,2011,58011,,Sherbino II Wind Farm LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32521,Sherburne Community Solar,USA0061672,5,11,2018,,,AEP Onsite Partners,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32522,Sherburne Community Solar One LLC CSG,USA0063122,1,11,2020,,,Madison Energy Holdings LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32523,Sherburne County,USA0006090,2469.3,1,1980.491556,28287,,Northern States Power Co - Minnesota,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32524,Sherburne North Project CSG,USA0061762,5,11,2018,,,MN Solar Community  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32525,Sheridan School Corporation Solar,USA0063213,1.5,11,2016.6,,,Johnson Melloh Solutions,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32526,Sherman,USA0006012,7.2,6,1927,27447,,Great River Hydro  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32527,Sherman Avenue,USA0007288,112.8,4,1991,13711,,Calpine New Jersey Generation LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32528,Sherman Island,USA0002609,36.3,6,1942.663912,27859,,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32529,Sherman Solar,USA0063239,1,11,2020,,,Ecos Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32530,Sherwood H Smith Jr Energy Complex,USA0007805,2244.8,4,2004.264745,45681,,Duke Energy Progress - (NC),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32531,Shiloh Hwy Solar,USA0062691,5,11,2018,,,Shiloh Hwy 1108 Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32532,Shiloh I Wind Project,USA0056362,150,#N/A,2006,63171,,Avangrid Renewables LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32533,Shiloh III Wind Project LLC,USA0057586,102.5,#N/A,2012,63171,,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32534,Shiloh IV Wind Project LLC,USA0057725,102.5,#N/A,2013,63171,,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32535,Shiloh Wind Project 2 LLC,USA0056874,150,#N/A,2009,63171,,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32536,Shirley Landfill,USA0060753,1,11,2017,,,Altus Power America Management  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32537,Shirley Water,USA0060498,2,11,2016,,,Altus Power America Management  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32538,Shirley Wind,USA0057553,20,#N/A,2010,59546,,Shirley Wind LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32539,Shishmaref,USA0006345,1.5,8,1998.733333,12699,,Alaska Village Elec Coop  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32540,Shoe Creek Solar  LLC,USA0060380,65,11,2018,,,Cypress Creek Renewables,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32541,Shoemaker,USA0002632,41.9,4,1972,29082,,Alliance NYGT  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32542,Sholes Wind Energy Center,USA0061889,160,#N/A,2019,,,Sholes Wind Energy Center  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32543,Shooting Star,USA0058018,104,#N/A,2012,63519,,Shooting Star Power Partners  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32544,Shore Point Solar,USA0057951,1,11,2011,,,Shore Point Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32545,Shoreham,USA0002518,71.5,8,1969.699301,25025,,National Grid Generation LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32546,Shoreham Energy LLC,USA0055787,100,8,2002,49193,,Shoreham Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32547,Shoreham Solar Commons,USA0060045,24.9,11,2018,,,Invenergy Services LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32548,Short Hills Mall,USA0063257,2.7,11,2018,,,Short Hills Mall,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32549,Short Mountain,USA0007413,3.2,13,1992.5,19300,,Emerald People's Utility Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32550,Shoshone (CO),USA0000476,14.4,6,1909,30858,,Public Service Co of Colorado,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32551,Shoshone (WY),USA0004183,3,6,1922,35667,,U S Bureau of Reclamation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32552,Shoshone Falls,USA0000818,11.5,6,1921,22766,,Idaho Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32553,Shrewsbury,USA0006125,19.5,8,1986.251282,32602,,Town of Shrewsbury - (MA),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32554,Shrewsbury Solar,USA0057990,2.5,11,2012,102069,,Consolidated Edison Development Inc.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32555,Shuman Solar,USA0061244,2.2,11,2016,,,NuGen Capital Management,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32556,Shungnak,USA0057063,1.2,8,1991,12701,,Alaska Village Elec Coop  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32557,Shute Creek Facility,USA0056312,144,4,2005,,,Exxon Mobil Production Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32558,Sibley Mill,USA0054322,2.1,6,1946,,,Augusta Canal Authority,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32559,Sibley No Two,USA0007060,1.1,8,1988,,,City of Sibley - (IA),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32560,Sibley One,USA0001184,5.2,4,1985.846154,32607,,City of Sibley - (IA),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32561,Sidney (NE),USA0002302,5.1,4,1949.823529,32614,,City of Sidney - (NE),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32562,Sidney (OH),USA0002852,13.5,8,1968,18123,,Kimura Power LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32563,Sidney A Murray Jr Hydroelectric,USA0054678,192,6,1990,15714,,First National Bank-Commerce,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32564,Sidney MT Plant,USA0057914,4,1,1950,,,Sidney Sugars Incorporated,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32565,Sierra Nevada Brewing Co Hybrid,USA0058585,4.2,4,2012.47619,,,Sierra Nevada Brewing Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32566,Sierra Pacific Aberdeen,USA0055882,18,13,2003,50015,,Sierra Pacific Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32567,Sierra Pacific Burlington Facility,USA0056406,28,13,2007,,,Sierra Pacific Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32568,Sierra Pacific Burney Facility,USA0050110,20,13,1986,,,Sierra Pacific Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32569,Sierra Pacific Lincoln Facility,USA0010144,19.2,13,2004,32650,,Sierra Pacific Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32570,Sierra Pacific Loyalton Facility,USA0050111,20,13,1989,,,ARP-Loyalton Cogen LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32571,Sierra Pacific Quincy Facility,USA0050112,35.2,13,2018,,,Sierra Pacific Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32572,Sierra Pacific Sonora,USA0054517,7.5,13,2018,,,Sierra Pacific Industries Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32573,Sierra Solar Greenworks,USA0059431,20,11,2015,68459,,Sustainable Power Group  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32574,Sierra SunTower Solar Gen Station,USA0057323,7.5,11,2009,60281,,Sierra SunTower LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32575,Sigel Wind Park,USA0057851,64,#N/A,2013,59414,,DTE Electric Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32576,Sigmon Catawba Farm,USA0058861,5,11,2014,67826,,Sigmon Catawba Farm LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32577,Signal Hill Generating LLC,USA0050127,80,4,1987,,,Signal Hill Generating LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32578,Signal Hill West Unit,USA0057702,5.7,4,2004,,,Signal Hill Petroleum  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32579,Sikeston Power Station,USA0006768,261,1,1981,32689,,City of Sikeston - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32580,Sikorsky Aircraft CHP,USA0061703,9.3,4,2010.989247,,,Sikorsky Aircraft Corporation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32581,Silas Ray,USA0003559,143.8,4,1993.656467,15049,,Brownsville Public Utilities Board,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32582,Siler 421 Farm  LLC,USA0061019,5,11,2017,,,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
32583,Silicon Valley Clean Water,USA0060249,1.2,2,2015,,,Silicon Valley Clean Water,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
