plant_id,country_id,latitude,longitude
2139,20,-26.2425,-52.6916
2140,20,-23.1071,-45.6764
2141,20,-23.6682,-46.6772
2142,20,-15.6248,-56.0868
2143,20,-21.7932,-49.0027
2144,20,-18.7921,-52.8859
2145,20,-27.0372,-49.5708
2146,20,-30.7709,-55.6629
2147,20,-21.7592,-48.9906
2148,20,-21.0013,-48.2761
2149,20,-22.1616,-50.4744
2150,20,-3.0274,-39.6209
2151,20,-3.0812,-39.5949
2152,20,-3.066,-39.5969
2153,20,-13.8606,-42.6573
2154,20,-19.9833,-47.75
2155,20,-19.948,-44.3335
2156,20,-23.3953,-52.0839
2157,20,-12.896,-38.2905
2158,20,-3.713,-38.5335
2159,20,-6.3555,-39.2891
2160,20,-28.365,-54.3743
2161,20,-28.443,-54.2889
2162,20,-13.1975,-58.9839
2163,20,-3.0666,-39.7026
2164,20,-20.3822,-51.3636
2165,20,-20.8342,-41.1225
2166,20,-21.85,-42.5833
2167,20,-13.8823,-42.663
2168,20,-25.5628,-49.3473
2169,20,-19.2008,-52.3542
2170,20,-19.2836,-52.3983
2171,20,-15.255,-58.7164
2172,20,-2.9039,-48.7272
2173,20,-2.0315,-48.4021
2174,20,-20.4468,-45.5227
2175,20,-23.4205,-46.2233
2176,20,-14.3912,-42.5939
2177,20,-19.5317,-42.1231
2178,20,-29.6749,-51.0439
2179,20,-20.5265,-51.2345
2180,20,-13.3669,-57.6175
2181,20,-10.5586,-37.0292
2182,20,-19.464,-42.5275
2183,20,-23.0957,-49.5836
2184,20,-21.3441,-47.1555
2185,20,-21.8278,-47.741
2186,20,-7.0507,-71.6819
2187,20,-8.3892,-35.0821
2188,20,-21.1004,-51.4821
2189,20,-22.5824,-47.5216
2190,20,-26.9293,-51.7905
2191,20,-16.7381,-42.5747
2192,20,-18.0833,-51.1667
2193,20,-10.7008,-47.7939
2194,20,-7.9058,-35.2847
2195,20,-10.851,-37.1165
2196,20,-24.6933,-51.5192
2197,20,-21.4167,-47.3333
2198,20,-25.4269,-54.5931
2199,20,-21.4717,-46.7957
2200,20,-26.983,-48.7111
2201,20,-14.7542,-57.1856
2202,20,-20.0552,-44.1116
2203,20,-19.8893,-49.6895
2204,20,-15.9403,-39.5206
2205,20,-4.451,-43.8765
2206,20,-2.7449,-58.0125
2207,20,-2.9225,-39.8407
2208,20,-2.9211,-39.8617
2209,20,-2.9476,-39.8369
2210,20,-2.9481,-39.9012
2211,20,-2.9665,-39.8795
2212,20,-23.7519,-46.1394
2213,20,-3.0863,-59.9058
2214,20,-23.6462,-46.6386
2215,20,-23.544,-46.6265
2216,20,-23.5288,-46.5616
2217,20,-29.2607,-53.2359
2218,20,-17.0906,-54.8307
2219,20,-21.3,-43.2167
2220,20,-19.0114,-49.6619
2221,20,-18.4213,-49.116
2222,20,-18.369,-49.2605
2223,20,-23.6125,-47.3969
2224,20,-21.2913,-44.6224
2225,20,-12.594,-44.112
2226,20,-27.2767,-52.3822
2227,20,-21.4,-43.0167
2228,20,-21.35,-42.9667
2229,20,-21.3,-42.9
2230,20,-21.5285,-48.3655
2231,20,-23.1575,-47.7737
2232,20,-8.2239,-35.2718
2233,20,-20.8793,-51.3493
2234,20,-16.6302,-49.3205
2235,20,-21.323,-46.733
2236,20,-22.9558,-43.3783
2237,20,-23.0895,-49.9321
2238,20,-23.301,-45.9565
2239,20,-22.425,-48.02
2240,20,-9.256,-64.3677
2241,20,-15.9222,-55.2163
2242,20,-29.0735,-53.209
2243,20,-20.0231,-47.4344
2244,20,-23.195,-46.0278
2245,20,-22.8167,-46.9
2246,20,-15.2071,-48.9758
2247,20,-9.9537,-63.0917
2248,20,-6.9869,-35.0143
2249,20,-18.8894,-48.2485
2250,20,-2.9816,-60.0178
2251,20,-28.9361,-51.4648
2252,20,-23.6277,-46.7264
2253,20,-0.9196,-52.4258
2254,20,-17.6918,-51.6155
2255,20,-17.8933,-51.7233
2256,20,-15.2356,-58.7278
2257,20,-5.3785,-36.8091
2258,20,-9.2664,-64.6478
2259,20,-13.918,-42.6204
2260,20,-23.8133,-47.6731
2261,20,-9.4342,-71.8839
2262,20,-28.441,-48.9485
2263,20,-28.441,-48.9485
2264,20,-28.441,-48.9485
2265,20,-28.2931,-53.8742
2266,20,-21.082,-49.912
2267,20,-21.5828,-46.7467
2268,20,-27.7178,-50.6569
2269,20,-20.12,-42.3939
2270,20,-21.8344,-46.0919
2271,20,-19.754,-40.3765
2272,20,-19.6397,-45.1092
2273,20,-7.2094,-39.3061
2274,20,-14.7483,-58.0739
2275,20,-14.7561,-58.0231
2276,20,-8.006,-35.6969
2277,20,-20.3953,-40.5708
2278,20,-21.6855,-43.4475
2279,20,-20.4705,-44.2464
2280,20,-10.5573,-37.0301
2281,20,-19.9841,-47.7887
2282,20,-20.7758,-51.6267
2283,20,-5.3898,-35.8463
2284,20,-10.3591,-58.5821
2285,20,-23.2094,-49.23
2286,20,-23.9622,-47.39
2287,20,-3.4699,-66.0575
2288,20,-2.7382,-66.7589
2289,20,-11.3033,-59.2236
2290,20,-21.79,-48.1665
2291,20,-29.4724,-51.4116
2292,20,-28.6338,-49.2327
2293,20,-24.2436,-50.7414
2294,20,-27.5585,-50.303
2295,20,-22.8269,-43.0539
2296,20,-20.0709,-45.5429
2297,20,-22.1575,-47.2496
2298,20,-21.5139,-54.7018
2299,20,-19.3256,-40.0606
2300,20,-23.2821,-51.1416
2301,20,-22.5513,-47.3597
2302,20,-22.5956,-48.7869
2303,20,-23.9101,-48.8623
2304,20,-9.8394,-48.2919
2305,20,-17.2536,-47.6785
2306,20,-17.2799,-47.5251
2307,20,-12.1525,-46.8177
2308,20,-4.5891,-37.6377
2309,20,-19.0572,-52.5308
2310,20,-26.5439,-52.3694
2311,20,-6.7819,-48.1508
2312,20,-27.1456,-52.8392
2313,20,-10.0085,-67.7578
2314,20,-6.1236,-36.7025
2315,20,-23.2081,-47.5661
2316,20,-0.8232,-52.5169
2317,20,-7.6571,-35.3309
2318,20,-22.899,-43.1985
2319,20,-18.8588,-41.7966
2320,20,-26.7746,-53.1925
2321,20,-19.8605,-47.4301
2322,20,-22.8085,-42.958
2323,20,-22.5667,-44.8631
2324,20,-22.5167,-48.65
2325,20,-23.459,-46.5235
2326,20,-14.1769,-42.6541
2327,20,-21.0142,-42.461
2328,20,-22.5781,-46.4194
2329,20,-21.6253,-47.0094
2330,20,-3.139,-58.4345
2331,20,-28.9333,-51.7667
2332,20,-27.4275,-53.5408
2333,20,-22.1615,-47.9011
2334,20,-23.5243,-48.9287
2335,20,-23.6461,-46.6386
2336,20,-22.7213,-47.6397
2337,20,-21.5649,-50.9594
2338,20,-26.5778,-52.4961
2339,20,-20.741,-51.6541
2340,20,-22.3688,-45.3516
2341,20,-8.6514,-35.2175
2342,20,-9.144,-38.3134
2343,20,-19.5323,-39.7992
2344,20,-22.7169,-47.6517
2345,20,-9.7572,-48.3714
2346,20,-22.6721,-48.8156
2347,20,-22.5402,-48.7994
2348,20,-7.2618,-64.7841
2349,20,-22.4157,-44.2808
2350,20,-26.4773,-49.1505
2351,20,-26.706,-49.1632
2352,20,-30.3703,-54.3373
2353,20,-14.4178,-59.5236
2354,20,-20.7787,-48.1919
2355,20,-4.865,-44.3506
2356,20,-22.9505,-43.1778
2357,20,-20.2706,-45.6231
2358,20,-30.0188,-51.1916
2359,20,-19.9407,-44.1091
2360,20,-1.762,-55.8565
2361,20,-1.762,-55.8565
2362,20,-7.8562,-34.9002
2363,20,-25.5305,-49.1967
2364,20,-26.1118,-50.2986
2365,20,-22.125,-41.8333
2366,20,-22.7906,-46.8972
2367,20,-5.412,-35.8483
2368,20,-6.0463,-36.5551
2369,20,-6.0863,-36.5312
2370,20,-5.0883,-36.5578
2371,20,-5.854,-35.3445
2372,20,-12.3512,-42.3385
2373,20,-27.5278,-51.7903
2374,20,-15.5225,-41.5111
2375,20,-19.6428,-43.6911
2376,20,-26.7717,-51.0044
2377,20,-15.8062,-49.0024
2378,20,-27.0367,-49.575
2379,20,-18.6806,-48.4908
2380,20,-3.9466,-41.123
2381,20,-14.6828,-46.2961
2382,20,-3.2913,-60.6075
2383,20,-18.3495,-49.4084
2384,20,-3.428,-60.4494
2385,20,-8.279,-35.5964
2386,20,-20.479,-48.4015
2387,20,-5.174,-36.3024
2388,20,-5.1659,-36.3193
2389,20,-5.1856,-36.3603
2390,20,-5.1673,-36.4068
2391,20,-8.8733,-69.2803
2392,20,-14.8744,-55.7858
2393,20,-22.9458,-43.3641
2394,20,-4.964,-36.9147
2395,20,-5.3646,-49.1083
2396,20,-21.3488,-55.4292
2397,20,-3.873,-38.6165
2398,20,-14.3389,-57.6192
2399,20,-22.5711,-50.6442
2400,20,-4.8613,-42.7816
2401,20,-4.8221,-44.355
2402,20,-26.2875,-48.8785
2403,20,-19.754,-40.3765
2404,20,-21.9897,-42.2972
2405,20,-1.852,-65.5715
2406,20,-27.57,-53.7858
2407,20,-20.2878,-47.0661
2408,20,-8.9439,-72.7864
2409,20,-30.3324,-54.3105
2410,20,-29.7566,-55.857
2411,20,-31.3519,-54.0266
2412,20,-31.7678,-52.4062
2413,20,-12.5757,-60.8972
2414,20,-16.639,-49.2653
2415,20,-14.4591,-54.03
2416,20,-19.5237,-51.3863
2417,20,-17.8024,-50.9501
2418,20,-11.7232,-61.715
2419,20,-14.6282,-57.5403
2420,20,-6.8424,-51.4236
2421,20,-20.3011,-49.1967
2422,20,-27.2072,-51.5117
2423,20,-10.1446,-36.5339
2424,20,-14.1337,-42.6024
2425,20,-9.464,-59.6949
2426,20,-12.8217,-60.2958
2427,20,-19.5005,-40.9185
2428,20,-28.0978,-53.0142
2429,20,-16.2,-47.1667
2430,20,-6.5823,-34.9785
2431,20,-2.6219,-60.2502
2432,20,-2.6219,-60.2502
2433,20,-3.0911,-60.4709
2434,20,-3.3957,-57.7044
2435,20,-4.9467,-36.9641
2436,20,-22.7502,-46.085
2437,20,-24.6,-53.2333
2438,20,-22.0392,-43.7683
2439,20,-21.257,-50.6335
2440,20,-21.469,-47.3535
2441,20,-20.4503,-50.1965
2442,20,-15.9781,-55.3594
2443,20,-19.9669,-44.2034
2444,20,-19.9583,-44.1509
2445,20,-5.1278,-36.4536
2446,20,-5.0826,-36.4074
2447,20,-26.253,-51.0903
2448,20,-12.694,-38.3145
2449,20,-6.4939,-34.9719
2450,20,-20.1393,-44.1903
2451,20,-33.7228,-53.399
2452,20,-33.7174,-53.4167
2453,20,-22.9591,-47.0894
2454,20,-20.865,-42.355
2455,20,-18.9122,-48.0414
2456,20,-13.5542,-59.9353
2457,20,-6.9447,-35.1299
2458,20,-5.4308,-35.8931
2459,20,-5.4144,-35.9001
2460,20,-20.439,-54.6365
2461,20,-20.2312,-49.3503
2462,20,-22.3669,-46.9
2463,20,-20.4724,-47.8749
2464,20,-24.4181,-54.0271
2465,20,-27.7539,-51.3122
2466,20,-27.3456,-52.7311
2467,20,-20.775,-46.725
2468,20,-11.9319,-62.1828
2469,20,-29.0303,-51.5206
2470,20,3.1219,-60.7085
2471,20,-0.8621,-52.5339
2472,20,-22.0197,-43.3022
2473,20,-21.2063,-49.7316
2474,20,-22.2916,-55.0938
2475,20,-20.8512,-50.0799
2476,20,-21.4779,-47.7607
2477,20,-30.3176,-51.8654
2478,20,-9.8497,-41.0565
2479,20,-5.3628,-35.819
2480,20,-5.3601,-35.8355
2481,20,-5.3744,-35.8683
2482,20,-5.382,-35.8809
2483,20,-5.3055,-35.9132
2484,20,-5.3437,-35.8783
2485,20,-14.0885,-42.6827
2486,20,-23.6182,-46.6912
2487,20,-23.6182,-46.6912
2488,20,-23.6182,-46.6912
2489,20,-16.3419,-51.4375
2490,20,-22.702,-46.9765
2491,20,-17.5833,-40.9833
2492,20,-3.7053,-38.4711
2493,20,-22.6597,-50.2072
2494,20,-3.1936,-39.3746
2495,20,-21.194,-51.2062
2496,20,-20.4667,-41.4667
2497,20,-12.6566,-38.2655
2498,20,-9.8628,-41.0834
2499,20,-9.6158,-64.9292
2500,20,-21.9143,-47.498
2501,20,-22.0056,-47.4406
2502,20,-22.3462,-47.3239
2503,20,-13.8249,-56.0728
2504,20,-16.9647,-50.4381
2505,20,-21.1815,-48.6447
2506,20,-16.354,-46.8965
2507,20,-5.3418,-42.8069
2508,20,-23.891,-46.4155
2509,20,-22.478,-47.4472
2510,20,-22.6952,-43.4558
2511,20,-22.6833,-43.8739
2512,20,-22.5,-45.3333
2513,20,-23.4857,-46.4294
2514,20,-20.581,-49.9424
2515,20,-20.4503,-50.197
2516,20,-22.92,-45.4525
2517,20,-14.8633,-53.29
2518,20,-5.811,-35.1971
2519,20,-5.7896,-35.1941
2520,20,-5.8832,-35.2006
2521,20,-5.8803,-35.2195
2522,20,-20.581,-49.9424
2523,20,-3.8513,-38.5872
2524,20,-12.8324,-38.408
2525,20,-8.3343,-35.0128
2526,20,-10.189,-59.4345
2527,20,-22.757,-47.1445
2528,20,-22.2988,-41.873
2529,20,-22.899,-43.1985
2530,20,-22.881,-43.2753
2531,20,-3.7817,-38.5182
2532,20,-13.8957,-42.6769
2533,20,-18.1428,-48.27
2534,20,-28.448,-48.9749
2535,20,-21.1189,-50.2011
2536,20,-9.8435,-57.8019
2537,20,-28.0411,-49.13
2538,20,-17.2743,-50.1395
2539,20,-13.022,-57.0645
2540,20,-21.4667,-42.85
2541,20,-9.968,-57.4555
2542,20,-20.8238,-49.7558
2543,20,-13.5903,-56.2171
2544,20,-8.213,-42.545
2545,20,-19.1331,-47.6936
2546,20,-21.9082,-48.1044
2547,20,-13.9848,-57.067
2548,20,-23.4624,-46.8558
2549,20,-25.0114,-48.6222
2550,20,-12.3127,-42.351
2551,20,0.9949,-61.4626
2552,20,-3.2163,-59.0125
2553,20,-29.9668,-51.1844
2554,20,-21.0118,-49.4866
2555,20,-24.4718,-47.8189
2556,20,-25.4968,-49.1603
2557,20,-12.7388,-38.3008
2558,20,-12.4141,-38.933
2559,20,-1.3616,-48.3628
2560,20,-2.7732,-43.0825
2561,20,-26.2125,-49.3926
2562,20,-23.3525,-46.8674
2563,20,-23.544,-46.6265
2564,20,3.8384,-51.8266
2565,20,3.6063,-51.8411
2566,20,-20.7667,-44.6833
2567,20,-15.1,-58.7333
2568,20,-23.544,-46.6265
2569,20,-9.0004,-36.1129
2570,20,-21.0897,-42.3425
2571,20,-24.117,-48.8945
2572,20,-29.9445,-50.2516
2573,20,-29.9815,-50.2549
2574,20,-23.0684,-49.8381
2575,20,-27.6367,-51.49
2576,20,-3.2792,-39.3061
2577,20,-19.9962,-50.3726
2578,20,-17.1692,-46.8747
2579,20,-5.0824,-42.78
2580,20,-31.7455,-52.4246
2581,20,-23.5207,-46.653
2582,20,-12.5492,-38.2972
2583,20,-20.586,-42.166
2584,20,-25.4541,-49.2475
2585,20,-20.4418,-43.923
2586,20,-30.0657,-51.2155
2587,20,-23.66,-46.5285
2588,20,-22.899,-43.1985
2589,20,-22.706,-42.2391
2590,20,-22.7746,-42.1564
2591,20,-22.6335,-42.2886
2592,20,-12.6522,-38.4549
2593,20,-23.3013,-45.9564
2594,20,-26.5845,-52.1836
2595,20,-21.7481,-46.5756
2596,20,-22.1844,-44.2669
2597,20,-19.5,-47.5167
2598,20,-24.8919,-49.5936
2599,20,-20.9508,-40.9427
2600,20,-18.5992,-41.8478
2601,20,-14.0147,-42.6339
2602,20,-28.9039,-50.8119
2603,20,-27.5979,-49.74
2604,20,-26.6667,-49.3333
2605,20,-20.548,-47.8136
2606,20,-16.806,-49.915
2607,20,-8.283,-35.0255
2608,20,-14.8301,-57.9116
2609,20,-15.5031,-44.7558
2610,20,-23.4957,-49.0289
2611,20,-15.9213,-55.215
2612,20,-22.6833,-43.7667
2613,20,-17.34,-47.25
2614,20,-21.76,-43.3405
2615,20,-23.41,-45.6006
2616,20,-22.5463,-51.8189
2617,20,-23.1869,-49.3839
2618,20,-23.5723,-51.4144
2619,20,-13.8517,-53.2558
2620,20,-19,-53
2621,20,-18.6381,-43.9647
2622,20,-21.9042,-46.2681
2623,20,-26.4458,-50.9878
2624,20,-13.0742,-58.9754
2625,20,-2.6291,-56.7311
2626,20,-4.8141,-44.3436
2627,20,-5.4187,-35.954
2628,20,-5.401,-35.9843
2629,20,-5.4484,-35.9561
2630,20,-5.4799,-36.0044
2631,20,-5.4521,-35.9519
2632,20,-30.0791,-50.1721
2633,20,-29.9324,-50.2984
2634,20,-4.1936,-38.0766
2635,20,-29.9631,-50.2826
2636,20,-30.458,-50.3906
2637,20,-26.6,-52.7167
2638,20,-29.9915,-50.288
2639,20,-30.0194,-50.3362
2640,20,-29.9831,-50.3324
2641,20,-21.724,-54.4916
2642,20,-26.7546,-52.3838
2643,20,-27.55,-52.7333
2644,20,-29.0167,-53.1833
2645,20,-28.1394,-55.0478
2646,20,-28.2825,-53.8097
2647,20,-29.2833,-50.75
2648,20,-28.8,-50.6
2649,20,-20.5444,-46.6461
2650,20,-22.7681,-50.1118
2651,20,-9.0625,-38.1186
2652,20,-7.8568,-35.0094
2653,20,-8.5922,-35.3914
2654,20,-21.2789,-51.7723
2655,20,-9.3984,-38.2026
2656,20,-9.3984,-38.2026
2657,20,-9.3984,-38.2026
2658,20,-9.4132,-38.2106
2659,20,-20.24,-42.91
2660,20,-10.288,-36.4903
2661,20,-22.9696,-47.7851
2662,20,-13.8688,-40.2351
2663,20,-9.8746,-41.0957
2664,20,-8.5164,-35.4839
2665,20,-5.4268,-35.8534
2666,20,-12.5852,-38.9986
2667,20,-21.1986,-41.3764
2668,20,-9.0672,-38.1448
2669,20,-9.5175,-40.8864
2670,20,-9.4986,-40.879
2671,20,-2.8262,-41.7071
2672,20,-24.7875,-51.43
2673,20,-21.75,-46.6
2674,20,-9.1941,-48.1335
2675,20,-22.6083,-46.4417
2676,20,-12.2391,-48.3824
2677,20,-10.316,-36.5695
2678,20,-6.0135,-36.4343
2679,20,-14.5292,-42.5867
2680,20,-16.0033,-55.1153
2681,20,-22.6864,-43.8253
2682,20,-7.8585,-35.008
2683,20,-23.9052,-53.463
2684,20,-27.4578,-50.6406
2685,20,-25.4739,-49.2788
2686,20,-24.1328,-49.6358
2687,20,-19.8814,-43.3678
2688,20,-7.9058,-35.2847
2689,20,-23.8669,-46.42
2690,20,-22.782,-43.3025
2691,20,-9.3707,-40.5597
2692,20,-22.4756,-43.1544
2693,20,-8.388,-35.0055
2694,20,-12.4032,-38.4969
2695,20,-28.7912,-50.5643
2696,20,-22.2022,-43.1553
2697,20,-21.8849,-43.5408
2698,20,-29.5833,-51.1278
2699,20,-18.6889,-49.0089
2700,20,-23.8359,-47.6565
2701,20,-14.0292,-42.6161
2702,20,-14.2021,-42.6589
2703,20,-10.1561,-36.3391
2704,20,-22.2833,-46.7833
2705,20,-26.2439,-52.4381
2706,20,-20.7255,-50.9526
2707,20,-20.7263,-50.9525
2708,20,-19.75,-41.7667
2709,20,-22.7083,-47.6333
2710,20,-23.1544,-49.38
2711,20,-16.5833,-51.8167
2712,20,-8.224,-35.272
2713,20,-21.0172,-42.4408
2714,20,-21.1208,-41.72
2715,20,-23.383,-46.983
2716,20,-17.416,-44.92
2717,20,-17.4,-44.88
2718,20,-17.4,-44.88
2719,20,-23.6963,-46.6686
2720,20,-7.4953,-35.4955
2721,20,-24.522,-49.9395
2722,20,-22.9371,-47.1405
2723,20,-23.6585,-46.4966
2724,20,-19.08,-42.685
2725,20,-0.8664,-59.6047
2726,20,-27.5801,-51.3543
2727,20,-26.424,-51.3065
2728,20,-13.9879,-42.6389
2729,20,-18.7833,-52.3833
2730,20,-26.9578,-52.3404
2731,20,-19.4299,-44.325
2732,20,-22.148,-42.41
2733,20,-22.3891,-41.7983
2734,20,-21.7989,-41.3338
2735,20,-22.229,-48.7095
2736,20,-22.875,-42.0095
2737,20,-30.2648,-50.7834
2738,20,-30.2779,-50.7978
2739,20,-30.2561,-50.7661
2740,20,-18.7414,-52.2867
2741,20,-19.4103,-54.4931
2742,20,-17.6103,-54.8269
2743,20,-8.9378,-35.7506
2744,20,-10.9074,-51.6214
2745,20,-20.1242,-48.5719
2746,20,-19.1167,-42.6592
2747,20,-11.8142,-46.7831
2748,20,-23.2092,-47.2964
2749,20,-22.478,-52.9561
2750,20,-24.0625,-47.4158
2751,20,-2.8398,-41.727
2752,20,-13.8629,-42.6727
2753,20,-8.2633,-72.7414
2754,20,-2.8207,-41.7418
2755,20,-19.4736,-52.5397
2756,20,-18.4581,-52.5995
2757,20,-2.8463,-41.6907
2758,20,-2.5246,-44.2961
2759,20,-3.5918,-38.8661
2760,20,-5.8706,-35.2933
2761,20,-5.8688,-35.3046
2762,20,-21.0999,-49.3177
2763,20,-15.8356,-54.4083
2764,20,-21.7906,-46.1244
2765,20,-2.9051,-41.0392
2766,20,-2.8151,-40.2349
2767,20,-26.7625,-53.6656
2768,20,-13.9972,-45.403
2769,20,-19.6341,-44.0044
2770,20,-6.5747,-34.976
2771,20,-13.3336,-44.6328
2772,20,-31.5482,-53.6733
2773,20,-15.3819,-54.4197
2774,20,-11.9044,-61.2353
2775,20,-15.0948,-54.2107
2776,20,-21.2961,-49.7831
2777,20,-8.5579,-35.535
2778,20,-23.4916,-47.4511
2779,20,-28.471,-49.605
2780,20,-23.1688,-47.2575
2781,20,-12.8389,-38.4384
2782,20,-26.65,-52.5333
2783,20,-16.2089,-47.3217
2784,20,-18.7342,-51.7952
2785,20,-22.55,-44.8
2786,20,-18.4252,-50.4417
2787,20,-4.5634,-37.6885
2788,20,-27.0922,-50.722
2789,20,-8.0139,-34.8889
2790,20,-8.1136,-34.8972
2791,20,-32.2188,-52.2018
2792,20,-32.2103,-52.2114
2793,20,-32.2008,-52.2209
2794,20,-22.2331,-45.876
2795,20,-8.108,-34.923
2796,20,-2.5293,-44.2155
2797,20,-22.9003,-43.1881
2798,20,-22.9326,-43.3656
2799,20,-5.3097,-35.3867
2800,20,-28.3118,-53.895
2801,20,-22.9974,-47.5202
2802,20,-26.9453,-52.521
2803,20,-23.38,-47.0322
2804,20,-29.0619,-52.2181
2805,20,-20.0045,-44.5879
2806,20,-23.0174,-43.4791
2807,20,-22.5333,-45.3333
2808,20,-22.7105,-43.2586
2809,20,-23.1811,-45.819
2810,20,-23.891,-46.4155
2811,20,-22.7246,-47.1189
2812,20,-18.8724,-48.2514
2813,20,-5.1009,-36.202
2814,20,-5.119,-36.1632
2815,20,-3.1438,-59.9436
2816,20,-5.3045,-35.8692
2817,20,-5.307,-35.8887
2818,20,-5.2953,-35.8957
2819,20,-5.2981,-35.9164
2820,20,-5.2698,-35.8589
2821,20,-15.6427,-56.123
2822,20,-20.4363,-47.8882
2823,20,-18.8944,-44.7817
2824,20,-18.8197,-52.1775
2825,20,-23.7548,-46.5717
2826,20,-11.9505,-46.7555
2827,20,-14.3128,-46.2153
2828,20,-5.523,-35.4285
2829,20,-5.5694,-35.4473
2830,20,-5.5211,-35.469
2831,20,-5.5376,-35.4467
2832,20,-5.5778,-35.464
2833,20,-8.5357,-35.3865
2834,20,-3.0982,-39.6786
2835,20,-12.7276,-60.1283
2836,20,-24.9565,-50.111
2837,20,-12.4533,-45.1917
2838,20,-26.102,-50.3125
2839,20,-11.9058,-62.1814
2840,20,-9.9616,-67.7819
2841,20,-9.9646,-67.8289
2842,20,-28.1217,-49.1356
2843,20,-26.6547,-52.9433
2844,20,-8.7205,-63.9053
2845,20,-26.7989,-51.9503
2846,20,-23.0578,-49.1169
2847,20,-19.8464,-43.1228
2848,20,-13.6533,-59.8878
2849,20,-2.695,-59.6905
2850,20,-15.0625,-53.9433
2851,20,-29.0358,-51.0939
2852,20,-27.1231,-52.7658
2853,20,-26.4936,-50.7864
2854,20,-14.164,-42.6006
2855,20,-21.4874,-51.3604
2856,20,-21.3524,-51.3564
2857,20,-20.2139,-43.7317
2858,20,-28.4464,-49.6076
2859,20,-21.6267,-46.7906
2860,20,-28.005,-48.8794
2861,20,-14.6116,-57.7408
2862,20,-25.1755,-50.9403
2863,20,-27.2811,-52.7948
2864,20,-22.5945,-47.3542
2865,20,-20.2061,-42.8553
2866,20,-27.1106,-52.4806
2867,20,-26.976,-49.9905
2868,20,-26.6825,-52.045
2869,20,-10.8332,-61.4544
2870,20,-12.9036,-58.9128
2871,20,-11.9975,-60.6972
2872,20,-16.6694,-54.7358
2873,20,0.95,-60.4085
2874,20,-23.2392,-47.6141
2875,20,-20.9167,-41.7
2876,20,-22.6,-52.8694
2877,20,-9.626,-64.5244
2878,20,-9.293,-63.4586
2879,20,-22.9385,-47.0625
2880,20,-21.0409,-48.7108
2881,20,-23.544,-46.6265
2882,20,-23.544,-46.6265
2883,20,-16.4811,-51.417
2884,20,-12.6619,-38.1969
2885,20,-12.9769,-38.5075
2886,20,-23.6461,-46.6386
2887,20,-17.5907,-44.7089
2888,20,-1.3977,-48.425
2889,20,-29.1735,-51.21
2890,20,-25.4349,-49.258
2891,20,-25.4349,-49.258
2892,20,-2.9954,-59.9923
2893,20,-12.9327,-38.3855
2894,20,2.8541,-60.703
2895,20,-22.8349,-43.315
2896,20,-19.4505,-44.2161
2897,20,-5.4422,-35.9233
2898,20,-5.1221,-42.7991
2899,20,-22.2271,-49.8997
2900,20,-23.5599,-46.6378
2901,20,-15.7767,-47.7879
2902,20,-29.783,-55.792
2903,20,-23.6903,-52.1983
2904,20,-10.4178,-36.9126
2905,20,-13.0194,-58.1864
2906,20,-21.4274,-54.3595
2907,20,-11.9858,-62.1772
2908,20,-23.5633,-45.8364
2909,20,-8.4215,-35.0052
2910,20,-9.549,-35.8575
2911,20,-18.8083,-51.1694
2912,20,-26.5886,-51.8138
2913,20,-15.2881,-58.7106
2914,20,-20.4942,-43.4506
2915,20,-23.196,-47.2572
2916,20,-10.3376,-56.9821
2917,20,-22.985,-51.823
2918,20,-14.8672,-53.2975
2919,20,-8.7748,-54.9504
2920,20,-14.4467,-59.4856
2921,20,-25.5328,-51.8156
2922,20,-8.7735,-54.9572
2923,20,-26.7572,-49.4556
2924,20,-26.7567,-49.4461
2925,20,-26.3669,-52.0072
2926,20,-29.0836,-52.2082
2927,20,-22.9833,-46.8333
2928,20,-19.1156,-42.7186
2929,20,-22.9042,-50.0003
2930,20,-27.1044,-51.2861
2931,20,-18.9492,-49.3831
2932,20,-24.0722,-52.2917
2933,20,-25.5333,-53.0333
2934,20,-27.1167,-49.5
2935,20,-25.1667,-50.9403
2936,20,-25.65,-52.6167
2937,20,-25.6625,-51.9656
2938,20,-8.7464,-55.0325
2939,20,-26.7833,-52.5
2940,20,-26.6667,-53.6639
2941,20,-24.0997,-47.7203
2942,20,-26.2425,-51.2758
2943,20,-20.5067,-43.9861
2944,20,-26.75,-52.4167
2945,20,-19.1456,-50.7672
2946,20,-12.8603,-38.3521
2947,20,-8.7516,-63.4544
2948,20,-29.912,-50.2823
2949,20,-29.9595,-50.3114
2950,20,-12.6935,-38.3147
2951,20,-23.6473,-46.842
2952,20,-21.3372,-48.293
2953,20,-23.244,-47.7685
2954,20,-27.4983,-49.0353
2955,20,-23.3756,-45.8761
2956,20,-20.8061,-42.3636
2957,20,-28.6151,-51.4034
2958,20,-15.9822,-55.3756
2959,20,-17.8508,-40.3106
2960,20,-25.6478,-51.9536
2961,20,-25.6478,-51.9536
2962,20,-5.2432,-35.8988
2963,20,-5.2675,-35.9102
2964,20,-5.2688,-35.9036
2965,20,-5.2394,-35.9135
2966,20,-5.2597,-35.9217
2967,20,-5.2403,-35.927
2968,20,-25.1494,-49.4217
2969,20,-12.2117,-45.4681
2970,20,-21.7545,-48.0793
2971,20,-10.2303,-63.2336
2972,20,-22.1016,-48.4722
2973,20,-22.1054,-48.529
2974,20,-14.3556,-46.1928
2975,20,-14.3717,-46.2914
2976,20,-21.1057,-48.068
